Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
CCHv=0	Ethynyl	611.26542340, 611.26542340	N=7-6,J=15/2-13/2,F=7-6	-1.86420		61.1748	88.0164	JPL
CCHv=0	Ethynyl	611.32720770, 611.32720770	N=7-6,J=13/2-11/2,F=7-6	-1.86570		61.1885	88.0361	JPL
CCHv=0	Ethynyl	611.32765800, 611.32765800	N=7-6,J=13/2-11/2,F=6-5	-1.93290		61.1891	88.0370	JPL
CCHv=0	Ethynyl	698.54155400, 698.54155400	N=8-7,J=17/2-15/2,F=9-8	-1.68370		81.5652	117.3535	JPL
CCHv=0	Ethynyl	698.54188600, 698.54188600	N=8-7,J=17/2-15/2,F=8-7	-1.73490		81.5644	117.3523	JPL
CCHv=0	Ethynyl	698.60385910, 698.60385910	N=8-7,J=15/2-13/2,F=8-7	-1.73590		81.5802	117.3750	JPL
CCHv=0	Ethynyl	698.60420350, 698.60420350	N=8-7,J=15/2-13/2,F=7-6	-1.79410		81.5808	117.3759	JPL
CCHv=0	Ethynyl	785.79751930, 785.79751930	N=9-8,J=19/2-17/2,F=10-9	-1.58660		104.8660	150.8779	JPL
CCHv=0	Ethynyl	785.79778260, 785.79778260	N=9-8,J=19/2-17/2,F=9-8	-1.63240		104.8652	150.8768	JPL
CCHv=0	Ethynyl	785.85988600, 785.85988600	N=9-8,J=17/2-15/2,F=9-8	-1.63310		104.8831	150.9025	JPL
CCHv=0	Ethynyl	785.86015790, 785.86015790	N=9-8,J=17/2-15/2,F=8-7	-1.68440		104.8837	150.9034	JPL
CCHv=0	Ethynyl	873.03031410, 873.03031410	N=10-9,J=21/2-19/2,F=11-10	-1.51090		131.0774	188.5901	JPL
CCHv=0	Ethynyl	873.03052790, 873.03052790	N=10-9,J=21/2-19/2,F=10-9	-1.55240		131.0766	188.5889	JPL
CCHv=0	Ethynyl	873.09272480, 873.09272480	N=10-9,J=19/2-17/2,F=10-9	-1.55290		131.0966	188.6177	JPL
CCHv=0	Ethynyl	873.09294490, 873.09294490	N=10-9,J=19/2-17/2,F=9-8	-1.59870		131.0972	188.6185	JPL
