Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
N2H+v=0	Diazenylium	372.67231030, 372.67231030	J=4-3,F1=3-2,F=2-1	-1.90290		18.6473	26.8295	CDMS
N2H+v=0	Diazenylium	372.67237590, 372.67237590	J=4-3,F1=3-2,F=4-3	-1.56930		18.6473	26.8295	CDMS
N2H+v=0	Diazenylium	372.67245240, 372.67245240	J=4-3,F1=4-3,F=4-3	-1.59010		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67248080, 372.67248080	J=4-3	-0.58070		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67248230, 372.67248230	J=4-3,F1=4-3,F=3-2	-1.70420		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67250900, 372.67250900	J=4-3	-0.54990		18.6472	26.8290	JPL
N2H+v=0	Diazenylium	372.67251160, 372.67251160	J=4-3,F1=4-3,F=5-4	-1.47930		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67251640, 372.67251640	J=4-3,F1=5-4,F=4-3	-1.55950		18.6473	26.8295	CDMS
N2H+v=0	Diazenylium	372.67252280, 372.67252280	J=4-3,F1=5-4,F=5-4	-1.46280		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67255350, 372.67255350	J=4-3,F1=5-4,F=6-5	-1.37520		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67282010, 372.67282010	J=4-3,F1=3-2,F=2-2	-2.58560		18.6473	26.8295	CDMS
N2H+v=0	Diazenylium	372.67292130, 372.67292130	J=4-3,F1=4-3,F=3-3	-2.88990		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67302800, 372.67302800	J=4-3,F1=5-4,F=4-4	-2.80270		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67440700, 372.67440700	J=4-3,F1=3-3,F=3-2	-3.68950		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67447140, 372.67447140	J=4-3,F1=3-3,F=3-4	-3.78200		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67484600, 372.67484600	J=4-3,F1=3-3,F=3-3	-2.71650		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67491010, 372.67491010	J=4-3,F1=3-3,F=4-4	-2.69020		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	372.67491830, 372.67491830	J=4-3,F1=3-3,F=2-2	-3.05700		18.6472	26.8293	CDMS
N2H+v=0	Diazenylium	465.82274290, 465.82274290	J=5-4,F1=5-5,F=4-4	-2.73170		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82276540, 465.82276540	J=5-4,F1=5-5,F=6-6	-2.57290		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82277190, 465.82277190	J=5-4,F1=5-5,F=5-5	-2.79750		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82423380, 465.82423380	J=5-4,F1=4-3,F=4-4	-2.61650		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82432100, 465.82432100	J=5-4,F1=5-4,F=5-5	-2.61130		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82432670, 465.82432670	J=5-4,F1=6-5,F=6-6	-2.81660		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82466570, 465.82466570	J=5-4,F1=4-3,F=3-2	-1.52860		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82467250, 465.82467250	J=5-4,F1=4-3,F=4-3	-1.41360		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82471000, 465.82471000	J=5-4,F1=4-3,F=5-4	-1.29390		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82475490, 465.82475490	J=5-4,F1=5-4,F=5-4	-1.30850		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82476220, 465.82476220	J=5-4,F1=5-4,F=4-3	-1.39780		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82477700, 465.82477700	J=5-4	-0.31910		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82479110, 465.82479110	J=5-4,F1=5-4,F=6-5	-1.22040		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82479510, 465.82479510	J=5-4,F1=6-5,F=5-4	-1.28920		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82480320, 465.82480320	J=5-4,F1=6-5,F=6-5	-1.21140		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82482530, 465.82482530	J=5-4,F1=6-5,F=7-6	-1.13860		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82494700, 465.82494700	J=5-4	-0.28840		31.0782	44.7143	JPL
N2H+v=0	Diazenylium	465.82517700, 465.82517700	J=5-4,F1=4-3,F=3-3	-2.54280		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82523110, 465.82523110	J=5-4,F1=5-4,F=4-4	-2.78380		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82530030, 465.82530030	J=5-4,F1=6-5,F=5-5	-2.72340		31.0783	44.7150	CDMS
N2H+v=0	Diazenylium	465.82706610, 465.82706610	J=5-4,F1=4-4,F=4-4	-2.63540		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82710170, 465.82710170	J=5-4,F1=4-4,F=3-3	-2.89290		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	465.82710850, 465.82710850	J=5-4,F1=4-4,F=5-5	-2.62980		31.0782	44.7149	CDMS
N2H+v=0	Diazenylium	558.96444210, 558.96444210	J=6-5,F1=6-6,F=5-5	-2.67800		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96446070, 558.96446070	J=6-5,F1=6-6,F=7-7	-2.54010		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96446380, 558.96446380	J=6-5,F1=6-6,F=6-6	-2.72870		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96596320, 558.96596320	J=6-5,F1=5-4,F=5-5	-2.58310		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96602520, 558.96602520	J=6-5,F1=6-5,F=6-6	-2.57170		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96603370, 558.96603370	J=6-5,F1=7-6,F=7-7	-2.74980		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96643050, 558.96643050	J=6-5,F1=5-4,F=4-3	-1.26760		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96643940, 558.96643940	J=6-5,F1=5-4,F=5-4	-1.17790		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96646460, 558.96646460	J=6-5,F1=5-4,F=6-5	-1.08510		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96649430, 558.96649430	J=6-5,F1=6-5,F=5-4	-1.16940		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96649520, 558.96649520	J=6-5,F1=6-5,F=6-5	-1.09580		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96650300, 558.96650300	J=6-5	-0.11710		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96652060, 558.96652060	J=6-5,F1=6-5,F=7-6	-1.02260		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96652360, 558.96652360	J=6-5,F1=7-6,F=6-5	-1.08250		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96653230, 558.96653230	J=6-5,F1=7-6,F=7-6	-1.01720		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96654960, 558.96654960	J=6-5,F1=7-6,F=8-7	-0.95480		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96666560, 558.96666560	J=6-5	-0.08670		46.6165	67.0704	JPL
N2H+v=0	Diazenylium	558.96693500, 558.96693500	J=6-5,F1=5-4,F=4-4	-2.51840		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96697050, 558.96697050	J=6-5,F1=6-5,F=5-5	-2.71640		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96702060, 558.96702060	J=6-5,F1=7-6,F=6-6	-2.67190		46.6165	67.0712	CDMS
N2H+v=0	Diazenylium	558.96875070, 558.96875070	J=6-5,F1=5-5,F=5-5	-2.58900		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96877010, 558.96877010	J=6-5,F1=5-5,F=4-4	-2.79660		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	558.96878210, 558.96878210	J=6-5,F1=5-5,F=6-6	-2.59210		46.6164	67.0710	CDMS
N2H+v=0	Diazenylium	652.09348250, 652.09348250	J=7-6,F1=7-7,F=6-6	-2.64590		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09349900, 652.09349900	J=7-6,F1=7-7,F=8-8	-2.52400		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09349990, 652.09349990	J=7-6,F1=7-7,F=7-7	-2.68670		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09502510, 652.09502510	J=7-6,F1=6-5,F=6-6	-2.56530		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09507290, 652.09507290	J=7-6,F1=7-6,F=7-7	-2.55100		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09508290, 652.09508290	J=7-6,F1=8-7,F=8-8	-2.70820		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09551710, 652.09551710	J=7-6,F1=6-5,F=5-4	-1.07230		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09552650, 652.09552650	J=7-6,F1=6-5,F=6-5	-0.99840		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09554550, 652.09554550	J=7-6,F1=6-5,F=7-6	-0.92240		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09556400, 652.09556400	J=7-6,F1=7-6,F=6-5	-0.99330		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09556840, 652.09556840	J=7-6,F1=7-6,F=7-6	-0.93050		65.2615	93.8974	CDMS
N2H+v=0	Diazenylium	652.09557000, 652.09557000	J=7-6	0.04170		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09558800, 652.09558800	J=7-6,F1=7-6,F=8-7	-0.86790		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09559000, 652.09559000	J=7-6,F1=8-7,F=7-6	-0.92080		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09559880, 652.09559880	J=7-6,F1=8-7,F=8-7	-0.86440		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09561340, 652.09561340	J=7-6,F1=8-7,F=9-8	-0.80990		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09586510, 652.09586510	J=7-6	0.07190		65.2616	93.8963	JPL
N2H+v=0	Diazenylium	652.09601270, 652.09601270	J=7-6,F1=6-5,F=5-5	-2.50830		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09603930, 652.09603930	J=7-6,F1=7-6,F=6-6	-2.67550		65.2615	93.8974	CDMS
N2H+v=0	Diazenylium	652.09607830, 652.09607830	J=7-6,F1=8-7,F=7-7	-2.64120		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09778200, 652.09778200	J=7-6,F1=6-6,F=6-6	-2.56470		65.2615	93.8974	CDMS
N2H+v=0	Diazenylium	652.09779290, 652.09779290	J=7-6,F1=6-6,F=5-5	-2.73870		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	652.09780700, 652.09780700	J=7-6,F1=6-6,F=7-7	-2.57180		65.2616	93.8975	CDMS
N2H+v=0	Diazenylium	745.20775290, 745.20775290	J=8-7,F1=8-8,F=7-7	-2.63110		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20776750, 745.20776750	J=8-7,F1=8-8,F=8-8	-2.66490		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20776820, 745.20776820	J=8-7,F1=8-8,F=9-9	-2.52170		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20931230, 745.20931230	J=8-7,F1=7-6,F=7-7	-2.56110		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20935140, 745.20935140	J=8-7,F1=8-7,F=8-8	-2.54530		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.20936210, 745.20936210	J=8-7,F1=9-8,F=9-9	-2.68610		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20982340, 745.20982340	J=8-7,F1=7-6,F=6-5	-0.92180		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20983280, 745.20983280	J=8-7,F1=7-6,F=7-6	-0.85890		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20984830, 745.20984830	J=8-7,F1=7-6,F=8-7	-0.79450		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20986040, 745.20986040	J=8-7,F1=8-7,F=7-6	-0.85560		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.20986640, 745.20986640	J=8-7,F1=8-7,F=8-7	-0.80080		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.20986800, 745.20986800	J=8-7	0.16710		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20988260, 745.20988260	J=8-7,F1=8-7,F=9-8	-0.74620		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.20988380, 745.20988380	J=8-7,F1=9-8,F=8-7	-0.79350		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20989260, 745.20989260	J=8-7,F1=9-8,F=9-8	-0.74380		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.20990540, 745.20990540	J=8-7,F1=9-8,F=10-9	-0.69540		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.21030960, 745.21030960	J=8-7,F1=7-6,F=6-6	-2.51030		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.21033130, 745.21033130	J=8-7,F1=8-7,F=7-7	-2.65450		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.21033610, 745.21033610	J=8-7	0.19700		87.0132	125.1919	JPL
N2H+v=0	Diazenylium	745.21036330, 745.21036330	J=8-7,F1=9-8,F=8-8	-2.62740		87.0132	125.1934	CDMS
N2H+v=0	Diazenylium	745.21204640, 745.21204640	J=8-7,F1=7-7,F=7-7	-2.55700		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.21205230, 745.21205230	J=8-7,F1=7-7,F=6-6	-2.70660		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	745.21206740, 745.21206740	J=8-7,F1=7-7,F=8-8	-2.56590		87.0131	125.1933	CDMS
N2H+v=0	Diazenylium	838.30514290, 838.30514290	J=9-8,F1=9-9,F=8-8	-2.63090		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30515570, 838.30515570	J=9-8,F1=9-9,F=9-9	-2.65950		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30515760, 838.30515760	J=9-8,F1=9-9,F=10-10	-2.53140		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30671640, 838.30671640	J=9-8,F1=8-7,F=8-8	-2.56910		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30674960, 838.30674960	J=9-8,F1=9-8,F=9-9	-2.55240		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30676070, 838.30676070	J=9-8,F1=10-9,F=10-10	-2.68010		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30724310, 838.30724310	J=9-8,F1=8-7,F=7-6	-0.80520		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30725240, 838.30725240	J=9-8,F1=8-7,F=8-7	-0.75030		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30726580, 838.30726580	J=9-8,F1=8-7,F=9-8	-0.69450		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30727390, 838.30727390	J=9-8,F1=9-8,F=8-7	-0.74810		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30728080, 838.30728080	J=9-8,F1=9-8,F=9-8	-0.69950		111.8706	160.9579	CDMS
N2H+v=0	Diazenylium	838.30728320, 838.30728320	J=9-8	0.26560		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30729480, 838.30729480	J=9-8,F1=9-8,F=10-9	-0.65100		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30729540, 838.30729540	J=9-8,F1=10-9,F=9-8	-0.69370		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30730410, 838.30730410	J=9-8,F1=10-9,F=10-9	-0.64920		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30731570, 838.30731570	J=9-8,F1=10-9,F=11-10	-0.60570		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30771990, 838.30771990	J=9-8,F1=8-7,F=7-7	-2.52330		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30773870, 838.30773870	J=9-8,F1=9-8,F=8-8	-2.64970		111.8706	160.9579	CDMS
N2H+v=0	Diazenylium	838.30776610, 838.30776610	J=9-8,F1=10-9,F=9-9	-2.62780		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30797480, 838.30797480	J=9-8	0.29520		111.8707	160.9561	JPL
N2H+v=0	Diazenylium	838.30943240, 838.30943240	J=9-8,F1=8-8,F=8-8	-2.56280		111.8706	160.9579	CDMS
N2H+v=0	Diazenylium	838.30943510, 838.30943510	J=9-8,F1=8-8,F=7-7	-2.69410		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	838.30945060, 838.30945060	J=9-8,F1=8-8,F=9-9	-2.57280		111.8707	160.9580	CDMS
N2H+v=0	Diazenylium	931.38354330, 931.38354330	J=10-9,F1=10-10,F=9-9	-2.64330		139.8336	201.1907	CDMS
N2H+v=0	Diazenylium	931.38355470, 931.38355470	J=10-9,F1=10-10,F=10-10	-2.66800		139.8336	201.1907	CDMS
N2H+v=0	Diazenylium	931.38355740, 931.38355740	J=10-9,F1=10-10,F=11-11	-2.55220		139.8336	201.1907	CDMS
N2H+v=0	Diazenylium	931.38512880, 931.38512880	J=10-9,F1=9-8,F=9-9	-2.58800		139.8336	201.1907	CDMS
N2H+v=0	Diazenylium	931.38515790, 931.38515790	J=10-9,F1=10-9,F=10-10	-2.57100		139.8336	201.1907	CDMS
N2H+v=0	Diazenylium	931.38516930, 931.38516930	J=10-9,F1=11-10,F=11-11	-2.68790		139.8336	201.1907	CDMS
N2H+v=0	Diazenylium	931.38566910, 931.38566910	J=10-9,F1=9-8,F=8-7	-0.71550		139.8336	201.1907	CDMS
