Species,ChemicalName,QNs,Freq,log10_Aij,EU_K,CDMS/JPL Intensity
H2CS,Thioformaldehyde,"14(3,12)-13(3,11)",480.7418108,-2.79159,291.41859,-1.9586
H2CS,Thioformaldehyde,"14(3,11)-13(3,10)",480.7649581,-2.79157,291.42172,-1.9586
H2CS,Thioformaldehyde,"14(2,12)-13(2,11)",481.7766218,-2.77733,225.96155,-2.3276
H2CS,Thioformaldehyde,"14(1,13)-13(1,12)",487.656686,-2.75487,188.8149,-1.7793
H2CS,Thioformaldehyde,"15(1,15)-14(1,14)",506.7630954,-2.70343,207.87041,-1.7425
H2CS,Thioformaldehyde,"15(0,15)-14(0,14)",513.3528718,-2.68483,197.43878,-2.1913
H2CS,Thioformaldehyde,"15(2,14)-14(2,13)",514.6781306,-2.68918,250.40289,-2.2734
H2CS,Thioformaldehyde,"15(4,11)-14(4,10)",514.8808518,-2.71292,407.62543,-2.5249
H2CS,Thioformaldehyde,"15(3,13)-14(3,12)",515.0697482,-2.69813,316.13787,-1.9007
H2CS,Thioformaldehyde,"15(3,12)-14(3,11)",515.1025153,-2.69799,316.14261,-1.9006
H2CS,Thioformaldehyde,"15(2,13)-14(2,12)",516.3291873,-2.68496,250.74125,-2.271
H2CS,Thioformaldehyde,"15(1,14)-14(1,13)",522.394966,-2.66388,213.8858,-1.7243
H2CS,Thioformaldehyde,"16(1,16)-15(1,15)",540.4543065,-2.61846,233.80784,-1.6947
H2CS,Thioformaldehyde,"16(0,16)-15(0,15)",547.2996772,-2.60054,223.70486,-2.1445
H2CS,Thioformaldehyde,"16(2,15)-15(2,14)",548.9103923,-2.60344,276.74626,-2.2254
H2CS,Thioformaldehyde,"16(4,12)-15(4,11)",549.1845812,-2.62391,433.98201,-2.4737
H2CS,Thioformaldehyde,"16(3,14)-15(3,13)",549.3948119,-2.611,342.50455,-1.8514
H2CS,Thioformaldehyde,"16(3,13)-15(3,12)",549.4401425,-2.61085,342.51147,-1.8513
H2CS,Thioformaldehyde,"16(2,14)-15(2,13)",550.9086786,-2.5987,277.18056,-2.2228
H2CS,Thioformaldehyde,"16(1,15)-15(1,14)",557.1130985,-2.579,240.62283,-1.6777
H2CS,Thioformaldehyde,"17(1,17)-16(1,16)",574.1283165,-1.21655,261.36163,-1.6544
H2CS,Thioformaldehyde,"17(0,17)-16(0,16)",581.1956534,-2.52142,251.59776,-2.1051
H2CS,Thioformaldehyde,"17(2,16)-16(2,15)",583.1272955,-2.52312,304.73183,-2.1851
H2CS,Thioformaldehyde,"17(4,13)-16(4,12)",583.4841286,-2.54092,461.98464,-2.4308
H2CS,Thioformaldehyde,"17(3,15)-16(3,14)",583.7166014,-1.20717,370.51832,-1.8099
H2CS,Thioformaldehyde,"17(3,14)-16(3,13)",583.7780607,-1.20711,370.52818,-1.8099
H2CS,Thioformaldehyde,"17(2,15)-16(2,14)",585.5159421,-2.51774,305.28083,-2.1822
H2CS,Thioformaldehyde,"17(1,16)-16(1,15)",591.8095304,-1.1771,269.02507,-1.6386
H2CS,Thioformaldehyde,"18(1,18)-17(1,17)",607.7842912,-1.45979,290.53043,-1.621
H2CS,Thioformaldehyde,"18(0,18)-17(0,17)",615.0387993,-2.44703,281.1148,-2.0727
H2CS,Thioformaldehyde,"18(2,17)-17(2,16)",617.3278989,-2.44752,334.35867,-2.1518
H2CS,Thioformaldehyde,"18(4,14)-17(4,13)",617.7792396,-2.46314,491.63315,-2.3954
H2CS,Thioformaldehyde,"18(3,16)-17(3,15)",618.0346784,-1.44886,400.17916,-1.7757
H2CS,Thioformaldehyde,"18(3,15)-17(3,14)",618.1165324,-1.44868,400.19301,-1.7756
H2CS,Thioformaldehyde,"18(2,16)-17(2,15)",620.1515368,-2.44155,335.04322,-2.1487
H2CS,Thioformaldehyde,"18(1,17)-17(1,16)",626.4826684,-1.4203,299.09126,-1.6064
H2CS,Thioformaldehyde,"19(1,19)-18(1,18)",641.4214364,-1.55508,321.31362,-1.594
H2CS,Thioformaldehyde,"19(0,19)-18(0,18)",648.8274378,-2.37679,312.25345,-2.0467
H2CS,Thioformaldehyde,"19(2,18)-18(2,17)",651.5112657,-2.37612,365.62604,-2.125
H2CS,Thioformaldehyde,"19(3,17)-18(3,16)",652.3485665,-1.54284,431.48674,-1.7482
H2CS,Thioformaldehyde,"19(3,16)-18(3,15)",652.4558641,-1.54254,431.50571,-1.748
H2CS,Thioformaldehyde,"19(2,17)-18(2,16)",654.8156962,-2.36952,366.4692,-2.1217
H2CS,Thioformaldehyde,"19(1,18)-18(1,17)",661.1308765,-1.51567,330.82034,-1.5808
H2CS,Thioformaldehyde,"20(1,20)-19(1,19)",675.0389992,-1.59736,353.71018,-1.5729
H2CS,Thioformaldehyde,"20(0,20)-19(0,19)",682.5602504,-2.31016,345.01091,-2.0266
H2CS,Thioformaldehyde,"20(2,19)-19(2,18)",685.6764642,-2.30842,398.53317,-2.1042
H2CS,Thioformaldehyde,"20(3,18)-19(3,17)",686.6577492,-1.58396,464.44092,-1.7268
H2CS,Thioformaldehyde,"20(3,17)-19(3,16)",686.7964073,-1.58364,464.46657,-1.7266
H2CS,Thioformaldehyde,"20(2,18)-19(2,17)",689.5082928,-2.30124,399.56019,-2.1008
H2CS,Thioformaldehyde,"20(1,19)-19(1,18)",695.7524749,-1.55807,364.21107,-1.5612
H2CS,Thioformaldehyde,"21(1,21)-20(1,20)",708.6362684,-1.61349,387.71919,-1.5575
H2CS,Thioformaldehyde,"21(0,21)-20(0,20)",716.2363076,-2.24696,379.38469,-2.0122
H2CS,Thioformaldehyde,"21(2,20)-20(2,19)",719.8225683,-2.24419,433.079,-2.0892
H2CS,Thioformaldehyde,"21(3,19)-20(3,18)",720.9616699,-1.59898,499.04152,-1.7112
H2CS,Thioformaldehyde,"21(3,18)-20(3,17)",721.1385612,-1.59863,499.07547,-1.711
H2CS,Thioformaldehyde,"21(2,19)-20(2,18)",724.2288071,-2.2363,434.31746,-2.0856
H2CS,Thioformaldehyde,"21(1,20)-20(1,19)",730.3457375,-1.57415,399.26193,-1.5472
H2CS,Thioformaldehyde,"22(1,22)-21(1,21)",742.2125757,-1.61458,423.33963,-1.5474
H2CS,Thioformaldehyde,"22(0,22)-21(0,21)",749.8550939,-2.18668,415.37175,-2.003
H2CS,Thioformaldehyde,"22(2,21)-21(2,20)",753.9486584,-2.18305,469.26263,-2.0796
H2CS,Thioformaldehyde,"22(2,20)-21(2,19)",758.9763021,-2.1744,470.74241,-2.0758
H2CS,Thioformaldehyde,"22(1,21)-21(1,20)",764.9088912,-1.57532,435.97154,-1.5387
H2CS,Thioformaldehyde,"23(1,23)-22(1,22)",775.7672955,-1.60629,460.57031,-1.5423
H2CS,Thioformaldehyde,"23(0,23)-22(0,22)",783.416523,-2.12921,452.96964,-1.9989
H2CS,Thioformaldehyde,"23(1,22)-22(1,21)",799.4401151,-1.56714,474.33838,-1.5353
H2CS,Thioformaldehyde,"24(1,24)-23(1,23)",809.2998455,-1.59188,499.41034,-1.542
H2CS,Thioformaldehyde,"24(0,24)-23(0,23)",816.9209445,-2.07436,492.17549,-1.9997
HC3Nv=0,Cyanoacetylene,J=10-9,90.979023,-4.23748,24.01482,-2.2866
HC3Nv=0,Cyanoacetylene,J=11-10,100.076392,-4.11136,28.81766,-2.169
HC3Nv=0,Cyanoacetylene,J=12-11,109.173634,-3.99642,34.05715,-2.0629
HC3Nv=0,Cyanoacetylene,J=13-12,118.2707322,-3.89088,39.73316,-1.9666
HC3Nv=0,Cyanoacetylene,J=14-13,127.367666,-3.7931,45.84583,-1.8785
HC3Nv=0,Cyanoacetylene,J=15-14,136.4644013,-3.70224,52.39515,-1.7978
HC3Nv=0,Cyanoacetylene,J=16-15,145.560946,-3.61727,59.38085,-1.7235
HC3Nv=0,Cyanoacetylene,J=17-16,154.657284,-3.53757,66.8032,-1.655
HC3Nv=0,Cyanoacetylene,J=18-17,163.753389,-3.46243,74.66206,-1.5916
HC3Nv=0,Cyanoacetylene,J=19-18,172.8493,-3.39132,82.95743,-1.5328
HC3Nv=0,Cyanoacetylene,J=20-19,181.944923,-3.32395,91.68946,-1.4783
HC3Nv=0,Cyanoacetylene,J=21-20,191.040299,-3.25989,100.85785,-1.4277
HC3Nv=0,Cyanoacetylene,J=22-21,200.135392,-3.19885,110.46276,-1.3807
HC3Nv=0,Cyanoacetylene,J=23-22,209.230234,-3.14051,120.50417,-1.337
HC3Nv=0,Cyanoacetylene,J=24-23,218.324788,-3.08468,130.98209,-1.2964
HC3Nv=0,Cyanoacetylene,J=25-24,227.4189062,-3.03115,141.89637,-1.2587
HC3Nv=0,Cyanoacetylene,J=26-25,236.5127768,-2.97982,153.24716,-1.2238
HC3Nv=0,Cyanoacetylene,J=27-26,245.606308,-2.93037,165.03431,-1.1914
HC3Nv=0,Cyanoacetylene,J=28-27,254.6995,-2.88272,177.25797,-1.1614
HC3Nv=0,Cyanoacetylene,J=29-28,263.792308,-2.83675,189.91784,-1.1337
HC3Nv=0,Cyanoacetylene,J=30-29,272.8847343,-2.79227,203.01422,-1.1081
HC3Nv=0,Cyanoacetylene,J=31-30,281.9767772,-2.74938,216.54682,-1.0847
HC3Nv=0,Cyanoacetylene,J=32-31,291.068427,-2.70786,230.51591,-1.0633
HC3Nv=0,Cyanoacetylene,J=33-32,300.159647,-2.66753,244.92123,-1.0437
HC3Nv=0,Cyanoacetylene,J=34-33,309.25043,-2.62848,259.76275,-1.026
HC3Nv=0,Cyanoacetylene,J=35-34,318.3407714,-2.59061,275.04064,-1.0101
HC3Nv=0,Cyanoacetylene,J=36-35,327.430671,-2.55372,290.75473,-0.9958
HC3Nv=0,Cyanoacetylene,J=37-36,336.520084,-2.5179,306.90504,-0.9832
HC3Nv=0,Cyanoacetylene,J=38-37,345.60901,-2.48296,323.49156,-0.9721
HC3Nv=0,Cyanoacetylene,J=39-38,354.6974555,-2.449,340.51429,-0.9626
HC3Nv=0,Cyanoacetylene,J=40-39,363.785397,-2.41592,357.97309,-0.9546
HC3Nv=0,Cyanoacetylene,J=41-40,372.872811,-2.38361,375.86809,-0.948
HC3Nv=0,Cyanoacetylene,J=42-41,381.9596694,-2.35218,394.19917,-0.9429
HC3Nv=0,Cyanoacetylene,J=43-42,391.0459951,-2.32142,412.9663,-0.9391
HC3Nv=0,Cyanoacetylene,J=44-43,400.1317596,-2.29133,432.1695,-0.9366
HC3Nv=0,Cyanoacetylene,J=45-44,409.2169498,-2.26202,451.80862,-0.9355
HC3Nv=0,Cyanoacetylene,J=46-45,418.3015529,-2.23328,471.88395,-0.9356
HC3Nv=0,Cyanoacetylene,J=47-46,427.3855556,-2.20522,492.39505,-0.937
t-HCOOH,Formic Acid,"6(1,5)-6(0,6)",85.1232079,-6.67215,26.63032,-5.715
t-HCOOH,Formic Acid,"4(1,4)-3(1,3)",86.5461854,-5.21281,13.56798,-4.4036
t-HCOOH,Formic Acid,"10(1,9)-10(1,10)",89.4901094,-6.81898,64.46629,-5.7299
t-HCOOH,Formic Acid,"4(0,4)-3(0,3)",89.579172,-5.14012,10.76233,-4.3417
t-HCOOH,Formic Acid,"4(2,3)-3(2,2)",89.8614832,-5.26072,23.5051,-4.4821
t-HCOOH,Formic Acid,"4(3,1)-3(3,0)",89.9503318,-5.49347,39.40905,-4.7383
t-HCOOH,Formic Acid,"17(2,15)-17(2,16)",90.0779138,-6.74542,181.13072,-5.6062
t-HCOOH,Formic Acid,"4(2,2)-3(2,1)",90.164628,-5.25633,23.52699,-4.4792
t-HCOOH,Formic Acid,"7(1,6)-7(0,7)",92.1038061,-6.59062,34.43384,-5.6166
t-HCOOH,Formic Acid,"4(1,3)-3(1,2)",93.0983554,-5.11771,14.35435,-4.3411
t-HCOOH,Formic Acid,"11(1,10)-10(2,9)",98.7761988,-7.04857,76.66985,-5.9802
t-HCOOH,Formic Acid,"8(1,7)-8(0,8)",100.471137,-6.50181,43.34356,-5.5238
t-HCOOH,Formic Acid,"7(0,7)-6(1,6)",104.8734926,-6.65567,30.01358,-5.7312
t-HCOOH,Formic Acid,"11(1,10)-11(1,11)",107.0525716,-6.65961,76.66981,-5.6259
t-HCOOH,Formic Acid,"18(2,16)-18(2,17)",107.63811,-6.56943,201.15399,-5.5118
t-HCOOH,Formic Acid,"5(1,5)-4(1,4)",108.1267,-4.90272,18.75725,-4.1098
t-HCOOH,Formic Acid,"9(1,8)-9(0,9)",110.34007,-6.40747,53.35594,-5.436
t-HCOOH,Formic Acid,"5(0,5)-4(0,4)",111.74679,-4.84235,16.12539,-4.0598
t-HCOOH,Formic Acid,"5(2,4)-4(2,3)",112.28712,-4.91149,28.89406,-4.1495
t-HCOOH,Formic Acid,"5(4,1)-4(4,0)",112.4323472,-5.27769,67.05373,-4.5715
t-HCOOH,Formic Acid,"5(3,3)-4(3,2)",112.4596,-5.02749,44.80606,-4.2892
t-HCOOH,Formic Acid,"5(3,2)-4(3,1)",112.467,-5.02747,44.80656,-4.2892
t-HCOOH,Formic Acid,"5(2,3)-4(2,2)",112.89141,-4.90451,28.94494,-4.1449
t-HCOOH,Formic Acid,"17(2,15)-16(3,14)",114.19863,-6.97132,181.1307,-5.9343
t-HCOOH,Formic Acid,"5(1,4)-4(1,3)",116.31148,-4.80761,19.93635,-4.0478
t-HCOOH,Formic Acid,"10(1,9)-10(0,10)",121.80767,-6.30921,64.46628,-5.3529
t-HCOOH,Formic Acid,"12(1,11)-12(1,12)",126.006831,-6.51335,89.96021,-5.5328
t-HCOOH,Formic Acid,"19(2,17)-19(2,18)",126.8092164,-6.40807,222.29364,-5.4287
t-HCOOH,Formic Acid,"3(1,3)-2(0,2)",128.7839259,-6.31594,9.41454,-5.781
t-HCOOH,Formic Acid,"12(1,11)-11(2,10)",129.5995247,-6.66277,89.96027,-5.6943
t-HCOOH,Formic Acid,"6(1,6)-5(1,5)",129.67175,-4.6539,24.98045,-3.8756
t-HCOOH,Formic Acid,"8(0,8)-7(1,7)",130.98019,-6.33608,38.52178,-5.4652
t-HCOOH,Formic Acid,"6(0,6)-5(0,5)",133.76707,-4.60156,22.5452,-3.8331
t-HCOOH,Formic Acid,"6(2,5)-5(2,4)",134.68637,-4.64327,35.35796,-3.8963
t-HCOOH,Formic Acid,"6(5,2)-5(5,1)",134.9203037,-5.10477,102.12374,-4.4552
t-HCOOH,Formic Acid,"6(4,3)-5(4,2)",134.93854,-4.84491,73.5298,-4.154
t-HCOOH,Formic Acid,"6(3,4)-5(3,3)",134.98563,-4.71416,51.28439,-3.9912
t-HCOOH,Formic Acid,"6(3,3)-5(3,2)",135.00487,-4.7139,51.28574,-3.991
t-HCOOH,Formic Acid,"6(2,4)-5(2,3)",135.7377,-4.63318,35.45921,-3.8897
t-HCOOH,Formic Acid,"19(5,15)-20(4,16)",138.24043,-6.80778,284.74815,-5.9559
t-HCOOH,Formic Acid,"6(1,5)-5(1,4)",139.48172,-4.55888,26.63033,-3.8143
t-HCOOH,Formic Acid,"19(5,14)-20(4,17)",140.6512093,-6.78575,284.75091,-5.9413
t-HCOOH,Formic Acid,"13(4,10)-14(3,11)",142.7440382,-6.7857,149.15733,-5.911
t-HCOOH,Formic Acid,"13(1,12)-13(1,13)",146.2612621,-6.37804,104.3308,-5.4489
t-HCOOH,Formic Acid,"13(4,9)-14(3,12)",147.0226459,-6.74901,149.1611,-5.887
t-HCOOH,Formic Acid,"20(2,18)-20(2,19)",147.5143928,-6.25942,244.54211,-5.3555
t-HCOOH,Formic Acid,"4(1,4)-3(0,3)",148.0389912,-6.14133,13.56795,-5.5631
t-HCOOH,Formic Acid,"18(2,16)-17(3,15)",148.1207702,-6.61449,201.15407,-5.6941
t-HCOOH,Formic Acid,"12(1,11)-12(0,12)",149.7669331,-6.10696,89.96029,-5.2006
t-HCOOH,Formic Acid,"7(1,7)-6(1,6)",151.1762809,-4.44585,32.23575,-3.6818
t-HCOOH,Formic Acid,"7(0,7)-6(0,6)",155.6178821,-4.39985,30.01351,-3.645
t-HCOOH,Formic Acid,"7(2,6)-6(2,5)",157.0539807,-4.42416,42.89524,-3.6919
t-HCOOH,Formic Acid,"9(0,9)-8(1,8)",157.0993534,-6.07222,48.06044,-5.2449
t-HCOOH,Formic Acid,"7(6,1)-6(6,0)",157.4129279,-4.96044,144.61039,-4.3764
t-HCOOH,Formic Acid,"7(5,2)-6(5,1)",157.4226291,-4.69408,109.67885,-4.0595
t-HCOOH,Formic Acid,"7(4,3)-6(4,2)",157.4555717,-4.55548,81.08649,-3.8796
t-HCOOH,Formic Acid,"7(3,5)-6(3,4)",157.5265212,-4.47138,58.84437,-3.7635
t-HCOOH,Formic Acid,"7(3,4)-6(3,3)",157.5707137,-4.47096,58.84793,-3.7632
t-HCOOH,Formic Acid,"7(2,5)-6(2,4)",158.7205615,-4.41037,43.07652,-3.6829
t-HCOOH,Formic Acid,"13(1,12)-12(2,11)",160.795947,-6.3508,104.33084,-5.4623
t-HCOOH,Formic Acid,"18(5,14)-19(4,15)",162.343706,-6.60891,264.19332,-5.8191
t-HCOOH,Formic Acid,"7(1,6)-6(1,5)",162.5984803,-4.35104,34.43376,-3.6214
t-HCOOH,Formic Acid,"18(5,13)-19(4,16)",163.9614454,-6.59646,264.19485,-5.8109
t-HCOOH,Formic Acid,"13(1,12)-13(0,13)",166.263807,-6.00537,104.33082,-5.1312
t-HCOOH,Formic Acid,"13(2,11)-13(1,12)",166.33691,-5.84393,112.31374,-4.9815
t-HCOOH,Formic Acid,"12(2,10)-12(1,11)",166.3992598,-5.85504,97.94602,-5.0054
t-HCOOH,Formic Acid,"5(1,5)-4(0,4)",166.5865434,-5.98775,18.75727,-5.3805
t-HCOOH,Formic Acid,"12(4,9)-13(3,10)",166.9568313,-6.60082,135.10208,-5.8064
t-HCOOH,Formic Acid,"14(2,12)-14(1,13)",167.6130221,-5.82644,127.818,-4.9587
t-HCOOH,Formic Acid,"11(2,9)-11(1,10)",167.6277366,-5.86073,84.71464,-5.0313
t-HCOOH,Formic Acid,"14(1,13)-14(1,14)",167.704259,-6.25235,119.77391,-5.3732
t-HCOOH,Formic Acid,"12(4,8)-13(3,11)",169.7410049,-6.58043,135.10419,-5.7931
t-HCOOH,Formic Acid,"10(2,8)-10(1,9)",169.8289188,-5.86225,72.61679,-5.0604
t-HCOOH,Formic Acid,"15(2,13)-15(1,14)",170.3794988,-5.8015,144.45777,-4.9359
t-HCOOH,Formic Acid,"8(1,8)-7(1,7)",172.6357787,-4.26722,40.52092,-3.5177
t-HCOOH,Formic Acid,"9(2,7)-9(1,8)",172.7904561,-5.86095,61.64846,-5.0941
t-HCOOH,Formic Acid,"16(2,14)-16(1,15)",174.7697895,-5.76883,162.23022,-4.9127
t-HCOOH,Formic Acid,"8(2,6)-8(1,7)",176.286618,-5.85812,51.804,-5.1339
t-HCOOH,Formic Acid,"8(0,8)-7(0,7)",177.2828548,-4.22654,38.52176,-3.4855
t-HCOOH,Formic Acid,"8(2,7)-7(2,6)",179.3847525,-4.2384,51.50437,-3.5212
t-HCOOH,Formic Acid,"8(6,2)-7(6,1)",179.9130985,-4.56546,153.24491,-3.9968
t-HCOOH,Formic Acid,"8(5,3)-7(5,2)",179.9321495,-4.42138,118.31411,-3.8022
t-HCOOH,Formic Acid,"8(4,4)-7(4,3)",179.9853363,-4.33084,89.7243,-3.6704
t-HCOOH,Formic Acid,"7(2,5)-7(1,6)",180.0866633,-5.85527,43.07651,-5.1819
t-HCOOH,Formic Acid,"8(3,5)-7(3,4)",180.1712695,-4.27038,67.49475,-3.5782
t-HCOOH,Formic Acid,"17(2,15)-17(1,16)",180.9004036,-5.72816,181.13074,-4.8886
t-HCOOH,Formic Acid,"8(2,6)-7(2,5)",181.8501403,-4.22062,51.80397,-3.5097
t-HCOOH,Formic Acid,"19(2,17)-18(3,16)",182.8019579,-6.3214,222.29367,-5.4989
t-HCOOH,Formic Acid,"10(0,10)-9(1,9)",183.0903634,-5.84822,58.62052,-5.0583
t-HCOOH,Formic Acid,"6(2,4)-6(1,5)",183.9645821,-5.85383,35.45917,-5.2407
t-HCOOH,Formic Acid,"14(1,13)-14(0,14)",184.3603526,-5.90481,119.77389,-5.0662
t-HCOOH,Formic Acid,"6(1,6)-5(0,5)",184.5115905,-5.85023,24.98054,-5.2232
t-HCOOH,Formic Acid,"8(1,7)-7(1,6)",185.6501856,-4.17262,43.34352,-3.4583
t-HCOOH,Formic Acid,"17(5,13)-18(4,14)",186.1511773,-6.44316,244.72568,-5.7079
t-HCOOH,Formic Acid,"17(5,12)-18(4,15)",187.2119249,-6.43603,244.72652,-5.7032
t-HCOOH,Formic Acid,"5(2,3)-5(1,4)",187.7085175,-5.85599,28.94483,-5.3146
t-HCOOH,Formic Acid,"18(2,16)-18(1,17)",188.8704858,-5.67966,201.15402,-4.8634
t-HCOOH,Formic Acid,"15(1,14)-15(1,15)",190.2040402,-6.13493,136.28092,-5.3046
t-HCOOH,Formic Acid,"11(4,8)-12(3,9)",190.746827,-6.45116,122.13208,-5.7312
t-HCOOH,Formic Acid,"4(2,2)-4(1,3)",191.1285578,-5.86576,23.52698,-5.4114
t-HCOOH,Formic Acid,"14(1,13)-13(2,12)",192.2653881,-6.08765,119.77387,-5.267
t-HCOOH,Formic Acid,"11(4,7)-12(3,10)",192.4941916,-6.43996,122.13306,-5.7239
t-HCOOH,Formic Acid,"9(1,9)-8(1,8)",194.0470622,-4.11061,49.83364,-3.3763
t-HCOOH,Formic Acid,"3(2,1)-3(1,2)",194.0622853,-5.89407,19.19982,-5.5491
t-HCOOH,Formic Acid,"2(2,0)-2(1,1)",196.378136,-5.98706,15.95863,-5.7886
t-HCOOH,Formic Acid,"9(0,9)-8(0,8)",198.75521,-4.07493,48.06043,-3.3483
t-HCOOH,Formic Acid,"2(2,1)-2(1,2)",201.2640713,-5.97096,15.95716,-5.783
t-HCOOH,Formic Acid,"9(2,8)-8(2,7)",201.67372,-4.07701,61.18308,-3.3756
t-HCOOH,Formic Acid,"7(1,7)-6(0,6)",201.9206705,-5.72503,32.23568,-5.0849
t-HCOOH,Formic Acid,"9(6,4)-8(6,3)",202.4183,-4.3053,162.95932,-3.7528
t-HCOOH,Formic Acid,"9(5,4)-8(5,3)",202.4498914,-4.21009,128.03013,-3.6071
t-HCOOH,Formic Acid,"9(4,5)-8(4,4)",202.53,-4.14491,99.4442,-3.5007
t-HCOOH,Formic Acid,"9(3,7)-8(3,6)",202.65446,-4.09963,77.21285,-3.4235
t-HCOOH,Formic Acid,"9(3,6)-8(3,5)",202.81516,-4.09867,77.22833,-3.4229
t-HCOOH,Formic Acid,"3(2,2)-3(1,3)",203.7424519,-5.86208,19.19248,-5.5379
t-HCOOH,Formic Acid,"15(1,14)-15(0,15)",203.9372744,-5.80553,136.28091,-5.005
t-HCOOH,Formic Acid,"9(2,7)-8(2,6)",205.12782,-4.05478,61.64854,-3.3613
t-HCOOH,Formic Acid,"4(2,3)-4(1,4)",207.0577497,-5.81299,23.50517,-5.3928
t-HCOOH,Formic Acid,"9(1,8)-8(1,7)",208.6239869,-4.01637,53.35594,-3.3181
t-HCOOH,Formic Acid,"11(0,11)-10(1,10)",208.8287468,-5.65465,70.19361,-4.8982
t-HCOOH,Formic Acid,"16(5,12)-17(4,13)",209.7134504,-6.30258,226.34433,-5.6172
t-HCOOH,Formic Acid,"16(5,11)-17(4,14)",210.3914532,-6.2985,226.34479,-5.6145
t-HCOOH,Formic Acid,"20(2,18)-20(1,19)",210.6179456,-5.56156,244.54213,-4.8101
t-HCOOH,Formic Acid,"5(2,4)-5(1,5)",211.2181766,-5.77784,28.89404,-5.2868
t-HCOOH,Formic Acid,"16(1,15)-16(1,16)",213.6099288,-6.02497,153.84258,-5.2425
t-HCOOH,Formic Acid,"10(4,7)-11(3,8)",214.1999358,-6.33011,110.24628,-5.682
t-HCOOH,Formic Acid,"10(4,6)-11(3,9)",215.2514677,-6.32412,110.24682,-5.6781
t-HCOOH,Formic Acid,"10(1,10)-9(1,9)",215.4079449,-3.9713,60.17151,-3.2531
t-HCOOH,Formic Acid,"6(2,5)-6(1,6)",216.2327357,-5.74642,35.35795,-5.2022
t-HCOOH,Formic Acid,"20(2,18)-19(3,17)",218.1317641,-6.0712,244.54217,-5.3347
t-HCOOH,Formic Acid,"8(1,8)-7(0,7)",218.938567,-5.60934,40.52091,-4.9614
t-HCOOH,Formic Acid,"10(0,10)-9(0,9)",220.0380722,-3.94038,58.62059,-3.229
t-HCOOH,Formic Acid,"7(2,6)-7(1,7)",222.1104355,-5.71511,42.89531,-5.1311
t-HCOOH,Formic Acid,"15(1,14)-14(2,13)",223.8939381,-5.85948,136.28088,-5.0988
t-HCOOH,Formic Acid,"10(2,9)-9(2,8)",223.9156659,-3.93416,71.92926,-3.2495
t-HCOOH,Formic Acid,"16(1,15)-16(0,16)",224.833792,-5.70793,153.84257,-4.9473
t-HCOOH,Formic Acid,"10(7,4)-9(7,3)",224.9119245,-4.20283,215.01168,-3.7272
t-HCOOH,Formic Acid,"10(6,5)-9(6,4)",224.9291546,-4.10413,173.75423,-3.5688
t-HCOOH,Formic Acid,"10(5,5)-9(5,4)",224.9768851,-4.035,138.82725,-3.4492
t-HCOOH,Formic Acid,"10(4,6)-9(4,5)",225.0912891,-3.98515,110.24671,-3.3582
t-HCOOH,Formic Acid,"10(3,8)-9(3,7)",225.2378374,-3.94955,88.02246,-3.2907
t-HCOOH,Formic Acid,"10(3,7)-9(3,6)",225.5126344,-3.94799,88.05119,-3.2897
t-HCOOH,Formic Acid,"10(2,8)-9(2,7)",228.5441675,-3.90734,72.61683,-3.2324
t-HCOOH,Formic Acid,"8(2,7)-8(1,8)",228.8594093,-5.68274,51.50436,-5.0696
t-HCOOH,Formic Acid,"10(1,9)-9(1,8)",231.5057047,-3.87755,64.46633,-3.1963
t-HCOOH,Formic Acid,"15(5,11)-16(4,12)",233.0726666,-6.18231,209.04844,-5.5441
t-HCOOH,Formic Acid,"15(5,10)-16(4,13)",233.4938804,-6.18004,209.0488,-5.5426
t-HCOOH,Formic Acid,"12(0,12)-11(1,11)",234.2150514,-5.48531,82.77261,-4.7598
t-HCOOH,Formic Acid,"9(1,9)-8(0,8)",235.7027744,-5.50121,49.83362,-4.8499
t-HCOOH,Formic Acid,"9(2,8)-9(1,9)",236.4859776,-5.64887,61.1831,-5.0154
t-HCOOH,Formic Acid,"11(1,11)-10(1,10)",236.7173258,-3.84584,71.53204,-3.1448
t-HCOOH,Formic Acid,"9(4,6)-10(3,7)",237.388997,-6.23466,99.44387,-5.6582
t-HCOOH,Formic Acid,"17(1,16)-17(1,17)",237.755473,-5.92183,172.4489,-5.1864
t-HCOOH,Formic Acid,"9(4,5)-10(3,8)",237.9910888,-6.23158,99.44413,-5.6562
t-HCOOH,Formic Acid,"11(0,11)-10(0,10)",241.1463283,-3.81929,70.1936,-3.1242
t-HCOOH,Formic Acid,"2(2,1)-1(1,0)",242.9289698,-5.47051,15.95715,-5.3628
t-HCOOH,Formic Acid,"2(2,0)-1(1,1)",244.5981576,-5.46709,15.95856,-5.3623
t-HCOOH,Formic Acid,"10(2,9)-10(1,10)",244.9936986,-5.61322,71.92924,-4.9669
t-HCOOH,Formic Acid,"11(2,10)-10(2,9)",246.106087,-3.80611,83.74053,-3.1393
t-HCOOH,Formic Acid,"17(1,16)-17(0,17)",246.8570373,-5.61233,172.44889,-4.8929
t-HCOOH,Formic Acid,"11(7,4)-10(7,3)",247.4182719,-4.00972,226.88588,-3.5524
t-HCOOH,Formic Acid,"11(6,6)-10(6,5)",247.4462828,-3.93749,185.62967,-3.4205
t-HCOOH,Formic Acid,"11(5,6)-10(5,5)",247.5141695,-3.88433,150.70596,-3.3169
